F154 body0 plane A=8100.0mm2 n=(0.000,-1.000,0.000) C=(631.7,-2630.0,-1743.0) box=[586.7,-2630.0,-1788.0 .. 676.7,-2630.0,-1698.0]
F155 body0 plane A=4500.0mm2 n=(0.000,0.000,1.000) C=(654.2,-2350.0,-1743.0) box=[631.7,-2400.0,-1743.0 .. 676.7,-2300.0,-1743.0]
F156 body0 plane A=190998.0mm2 n=(0.000,0.000,-1.000) C=(631.7,-1238.9,-1698.0) box=[586.7,-2300.0,-1698.0 .. 676.7,-177.8,-1698.0]
F157 body0 plane A=190998.0mm2 n=(1.000,0.000,0.000) C=(586.7,-1238.9,-1743.0) box=[586.7,-2300.0,-1788.0 .. 586.7,-177.8,-1698.0]
F158 body0 plane A=4500.0mm2 n=(-1.000,0.000,0.000) C=(631.7,-2350.0,-1765.5) box=[631.7,-2400.0,-1788.0 .. 631.7,-2300.0,-1743.0]
F159 body0 plane A=6075.0mm2 n=(0.000,-1.000,0.000) C=(631.7,-2300.0,-1743.0) box=[586.7,-2300.0,-1788.0 .. 676.7,-2300.0,-1698.0]
F160 body0 plane A=6075.0mm2 n=(0.000,-1.000,0.000) C=(631.7,-2400.0,-1743.0) box=[586.7,-2400.0,-1788.0 .. 676.7,-2400.0,-1698.0]
F161 body0 plane A=20700.0mm2 n=(1.000,0.000,0.000) C=(586.7,-2515.0,-1743.0) box=[586.7,-2630.0,-1788.0 .. 586.7,-2400.0,-1698.0]
F162 body0 plane A=216198.0mm2 n=(0.000,0.000,1.000) C=(631.7,-1403.9,-1788.0) box=[586.7,-2630.0,-1788.0 .. 676.7,-177.8,-1788.0]
F163 body0 plane A=20700.0mm2 n=(0.000,0.000,-1.000) C=(631.7,-2515.0,-1698.0) box=[586.7,-2630.0,-1698.0 .. 676.7,-2400.0,-1698.0]
F164 body0 plane A=216198.0mm2 n=(-1.000,0.000,0.000) C=(676.7,-1403.9,-1743.0) box=[676.7,-2630.0,-1788.0 .. 676.7,-177.8,-1698.0]
F165 body0 plane A=8100.0mm2 n=(0.000,-1.000,0.000) C=(631.7,-177.8,-1743.0) box=[586.7,-177.8,-1788.0 .. 676.7,-177.8,-1698.0]
F166 body0 plane A=117000.0mm2 n=(1.000,0.000,0.000) C=(-813.3,-2350.0,-1043.0) box=[-813.3,-2395.0,-1693.0 .. -813.3,-2305.0,-393.0]
F167 body0 plane A=117000.0mm2 n=(0.000,1.000,0.000) C=(-768.3,-2395.0,-1043.0) box=[-813.3,-2395.0,-1693.0 .. -723.3,-2395.0,-393.0]
F168 body0 plane A=117000.0mm2 n=(-1.000,0.000,0.000) C=(-723.3,-2350.0,-1043.0) box=[-723.3,-2395.0,-1693.0 .. -723.3,-2305.0,-393.0]
F169 body0 plane A=117000.0mm2 n=(0.000,-1.000,0.000) C=(-768.3,-2305.0,-1043.0) box=[-813.3,-2305.0,-1693.0 .. -723.3,-2305.0,-393.0]
F170 body0 plane A=8100.0mm2 n=(0.000,0.000,-1.000) C=(-768.3,-2350.0,-1693.0) box=[-813.3,-2395.0,-1693.0 .. -723.3,-2305.0,-1693.0]
F171 body0 plane A=8100.0mm2 n=(0.000,0.000,1.000) C=(-768.3,-2350.0,-393.0) box=[-813.3,-2395.0,-393.0 .. -723.3,-2305.0,-393.0]
F172 body0 plane A=8100.0mm2 n=(0.000,-1.000,0.000) C=(631.7,-2630.0,-343.0) box=[586.7,-2630.0,-388.0 .. 676.7,-2630.0,-298.0]
F173 body0 plane A=190998.0mm2 n=(0.000,0.000,1.000) C=(631.7,-1238.9,-388.0) box=[586.7,-2300.0,-388.0 .. 676.7,-177.8,-388.0]
F174 body0 plane A=4500.0mm2 n=(0.000,0.000,-1.000) C=(654.2,-2350.0,-343.0) box=[631.7,-2400.0,-343.0 .. 676.7,-2300.0,-343.0]
F175 body0 plane A=4500.0mm2 n=(-1.000,0.000,0.000) C=(631.7,-2350.0,-320.5) box=[631.7,-2400.0,-343.0 .. 631.7,-2300.0,-298.0]
F176 body0 plane A=190998.0mm2 n=(1.000,0.000,0.000) C=(586.7,-1238.9,-343.0) box=[586.7,-2300.0,-388.0 .. 586.7,-177.8,-298.0]
F177 body0 plane A=6075.0mm2 n=(0.000,-1.000,0.000) C=(631.7,-2300.0,-343.0) box=[586.7,-2300.0,-388.0 .. 676.7,-2300.0,-298.0]
F178 body0 plane A=6075.0mm2 n=(0.000,-1.000,0.000) C=(631.7,-2400.0,-343.0) box=[586.7,-2400.0,-388.0 .. 676.7,-2400.0,-298.0]
F179 body0 plane A=20700.0mm2 n=(1.000,0.000,0.000) C=(586.7,-2515.0,-343.0) box=[586.7,-2630.0,-388.0 .. 586.7,-2400.0,-298.0]
F180 body0 plane A=20700.0mm2 n=(0.000,0.000,1.000) C=(631.7,-2515.0,-388.0) box=[586.7,-2630.0,-388.0 .. 676.7,-2400.0,-388.0]
F181 body0 plane A=216198.0mm2 n=(0.000,0.000,-1.000) C=(631.7,-1403.9,-298.0) box=[586.7,-2630.0,-298.0 .. 676.7,-177.8,-298.0]
F182 body0 plane A=216198.0mm2 n=(-1.000,0.000,0.000) C=(676.7,-1403.9,-343.0) box=[676.7,-2630.0,-388.0 .. 676.7,-177.8,-298.0]
F183 body0 plane A=8100.0mm2 n=(0.000,-1.000,0.000) C=(631.7,-177.8,-343.0) box=[586.7,-177.8,-388.0 .. 676.7,-177.8,-298.0]
F184 body0 plane A=117000.0mm2 n=(1.000,0.000,0.000) C=(586.7,-2350.0,-1043.0) box=[586.7,-2395.0,-1693.0 .. 586.7,-2305.0,-393.0]
F185 body0 plane A=117000.0mm2 n=(0.000,1.000,0.000) C=(631.7,-2395.0,-1043.0) box=[586.7,-2395.0,-1693.0 .. 676.7,-2395.0,-393.0]
F186 body0 plane A=117000.0mm2 n=(-1.000,0.000,0.000) C=(676.7,-2350.0,-1043.0) box=[676.7,-2395.0,-1693.0 .. 676.7,-2305.0,-393.0]
F187 body0 plane A=117000.0mm2 n=(0.000,-1.000,0.000) C=(631.7,-2305.0,-1043.0) box=[586.7,-2305.0,-1693.0 .. 676.7,-2305.0,-393.0]
F188 body0 plane A=8100.0mm2 n=(0.000,0.000,-1.000) C=(631.7,-2350.0,-393.0) box=[586.7,-2395.0,-393.0 .. 676.7,-2305.0,-393.0]
F189 body0 plane A=8100.0mm2 n=(0.000,0.000,-1.000) C=(631.7,-2350.0,-1693.0) box=[586.7,-2395.0,-1693.0 .. 676.7,-2305.0,-1693.0]
F190 body0 plane A=117000.0mm2 n=(0.000,0.000,-1.000) C=(-68.3,-2350.0,-1698.0) box=[-718.3,-2395.0,-1698.0 .. 581.7,-2305.0,-1698.0]
F191 body0 plane A=117000.0mm2 n=(0.000,1.000,0.000) C=(-68.3,-2395.0,-1743.0) box=[-718.3,-2395.0,-1788.0 .. 581.7,-2395.0,-1698.0]
F192 body0 plane A=117000.0mm2 n=(0.000,0.000,1.000) C=(-68.3,-2350.0,-1788.0) box=[-718.3,-2395.0,-1788.0 .. 581.7,-2305.0,-1788.0]
F193 body0 plane A=117000.0mm2 n=(0.000,-1.000,0.000) C=(-68.3,-2305.0,-1743.0) box=[-718.3,-2305.0,-1788.0 .. 581.7,-2305.0,-1698.0]
F194 body0 plane A=8100.0mm2 n=(1.000,0.000,0.000) C=(581.7,-2350.0,-1743.0) box=[581.7,-2395.0,-1788.0 .. 581.7,-2305.0,-1698.0]
F195 body0 plane A=8100.0mm2 n=(-1.000,0.000,0.000) C=(-718.3,-2350.0,-1743.0) box=[-718.3,-2395.0,-1788.0 .. -718.3,-2305.0,-1698.0]
F196 body0 plane A=112900.0mm2 n=(0.000,0.000,-1.000) C=(-68.3,-127.8,-1698.0) box=[-718.3,-172.8,-1698.0 .. 581.7,-82.8,-1698.0]
F197 body0 plane A=117000.0mm2 n=(0.000,1.000,0.000) C=(-68.3,-172.8,-1743.0) box=[-718.3,-172.8,-1788.0 .. 581.7,-172.8,-1698.0]
F198 body0 plane A=117000.0mm2 n=(0.000,0.000,1.000) C=(-68.3,-127.8,-1788.0) box=[-718.3,-172.8,-1788.0 .. 581.7,-82.8,-1788.0]
F199 body0 plane A=117000.0mm2 n=(0.000,-1.000,0.000) C=(-68.3,-82.8,-1743.0) box=[-718.3,-82.8,-1788.0 .. 581.7,-82.8,-1698.0]
F200 body0 plane A=10237.5mm2 n=(0.000,-1.000,0.000) C=(-593.3,-142.8,-1720.5) box=[-718.3,-142.8,-1743.0 .. -468.3,-142.8,-1698.0]
F201 body0 plane A=10237.5mm2 n=(0.000,-1.000,0.000) C=(-593.3,-132.8,-1720.5) box=[-718.3,-132.8,-1743.0 .. -468.3,-132.8,-1698.0]
F202 body0 plane A=2500.0mm2 n=(0.000,0.000,1.000) C=(-593.3,-137.8,-1743.0) box=[-718.3,-142.8,-1743.0 .. -468.3,-132.8,-1743.0]
F203 body0 plane A=636.4mm2 n=(-0.707,0.000,-0.707) C=(-490.8,-137.8,-1720.5) box=[-513.3,-142.8,-1743.0 .. -468.3,-132.8,-1698.0]
F204 body0 plane A=10237.5mm2 n=(0.000,1.000,0.000) C=(456.7,-132.8,-1720.5) box=[331.7,-132.8,-1743.0 .. 581.7,-132.8,-1698.0]
F205 body0 plane A=10237.5mm2 n=(0.000,1.000,0.000) C=(456.7,-142.8,-1720.5) box=[331.7,-142.8,-1743.0 .. 581.7,-142.8,-1698.0]
F206 body0 plane A=636.4mm2 n=(0.707,0.000,-0.707) C=(354.2,-137.8,-1720.5) box=[331.7,-142.8,-1743.0 .. 376.7,-132.8,-1698.0]
F207 body0 plane A=2500.0mm2 n=(0.000,0.000,1.000) C=(456.7,-137.8,-1743.0) box=[331.7,-142.8,-1743.0 .. 581.7,-132.8,-1743.0]
F208 body0 plane A=7650.0mm2 n=(-1.000,0.000,0.000) C=(-718.3,-127.8,-1743.0) box=[-718.3,-172.8,-1788.0 .. -718.3,-82.8,-1698.0]
F209 body0 plane A=7650.0mm2 n=(1.000,0.000,0.000) C=(581.7,-127.8,-1743.0) box=[581.7,-172.8,-1788.0 .. 581.7,-82.8,-1698.0]
F210 body0 plane A=117000.0mm2 n=(0.000,0.000,-1.000) C=(-68.3,-2350.0,-298.0) box=[-718.3,-2395.0,-298.0 .. 581.7,-2305.0,-298.0]
F211 body0 plane A=117000.0mm2 n=(0.000,1.000,0.000) C=(-68.3,-2395.0,-343.0) box=[-718.3,-2395.0,-388.0 .. 581.7,-2395.0,-298.0]
F212 body0 plane A=117000.0mm2 n=(0.000,0.000,1.000) C=(-68.3,-2350.0,-388.0) box=[-718.3,-2395.0,-388.0 .. 581.7,-2305.0,-388.0]
F213 body0 plane A=117000.0mm2 n=(0.000,-1.000,0.000) C=(-68.3,-2305.0,-343.0) box=[-718.3,-2305.0,-388.0 .. 581.7,-2305.0,-298.0]
F214 body0 plane A=8100.0mm2 n=(1.000,0.000,0.000) C=(581.7,-2350.0,-343.0) box=[581.7,-2395.0,-388.0 .. 581.7,-2305.0,-298.0]
F215 body0 plane A=8100.0mm2 n=(-1.000,0.000,0.000) C=(-718.3,-2350.0,-343.0) box=[-718.3,-2395.0,-388.0 .. -718.3,-2305.0,-298.0]
F216 body0 plane A=8100.0mm2 n=(1.000,0.000,0.000) C=(-118.3,-127.8,-343.0) box=[-118.3,-172.8,-388.0 .. -118.3,-82.8,-298.0]
F217 body0 plane A=2500.0mm2 n=(0.000,0.000,-1.000) C=(-593.3,-137.8,-343.0) box=[-718.3,-142.8,-343.0 .. -468.3,-132.8,-343.0]
F218 body0 plane A=10237.5mm2 n=(0.000,1.000,0.000) C=(-593.3,-142.8,-365.5) box=[-718.3,-142.8,-388.0 .. -468.3,-142.8,-343.0]
F219 body0 plane A=636.4mm2 n=(-0.707,0.000,0.707) C=(-490.8,-137.8,-365.5) box=[-513.3,-142.8,-388.0 .. -468.3,-132.8,-343.0]
F220 body0 plane A=10237.5mm2 n=(0.000,1.000,0.000) C=(-593.3,-132.8,-365.5) box=[-718.3,-132.8,-388.0 .. -468.3,-132.8,-343.0]
F221 body0 plane A=54000.0mm2 n=(0.000,-1.000,0.000) C=(-418.3,-82.8,-343.0) box=[-718.3,-82.8,-388.0 .. -118.3,-82.8,-298.0]
F222 body0 plane A=54000.0mm2 n=(0.000,1.000,0.000) C=(-418.3,-172.8,-343.0) box=[-718.3,-172.8,-388.0 .. -118.3,-172.8,-298.0]
F223 body0 plane A=54000.0mm2 n=(0.000,0.000,-1.000) C=(-418.3,-127.8,-298.0) box=[-718.3,-172.8,-298.0 .. -118.3,-82.8,-298.0]
F224 body0 plane A=51950.0mm2 n=(0.000,0.000,1.000) C=(-418.3,-127.8,-388.0) box=[-718.3,-172.8,-388.0 .. -118.3,-82.8,-388.0]
F225 body0 plane A=7650.0mm2 n=(-1.000,0.000,0.000) C=(-718.3,-127.8,-343.0) box=[-718.3,-172.8,-388.0 .. -718.3,-82.8,-298.0]
F226 body0 plane A=51950.0mm2 n=(0.000,0.000,1.000) C=(281.7,-127.8,-388.0) box=[-18.3,-172.8,-388.0 .. 581.7,-82.8,-388.0]
F227 body0 plane A=54000.0mm2 n=(0.000,0.000,-1.000) C=(281.7,-127.8,-298.0) box=[-18.3,-172.8,-298.0 .. 581.7,-82.8,-298.0]
F228 body0 plane A=54000.0mm2 n=(0.000,1.000,0.000) C=(281.7,-172.8,-343.0) box=[-18.3,-172.8,-388.0 .. 581.7,-172.8,-298.0]
F229 body0 plane A=54000.0mm2 n=(0.000,-1.000,0.000) C=(281.7,-82.8,-343.0) box=[-18.3,-82.8,-388.0 .. 581.7,-82.8,-298.0]
F230 body0 plane A=10237.5mm2 n=(0.000,-1.000,0.000) C=(456.7,-132.8,-365.5) box=[331.7,-132.8,-388.0 .. 581.7,-132.8,-343.0]
F231 body0 plane A=10237.5mm2 n=(0.000,-1.000,0.000) C=(456.7,-142.8,-365.5) box=[331.7,-142.8,-388.0 .. 581.7,-142.8,-343.0]
F232 body0 plane A=2500.0mm2 n=(0.000,0.000,-1.000) C=(456.7,-137.8,-343.0) box=[331.7,-142.8,-343.0 .. 581.7,-132.8,-343.0]
F233 body0 plane A=636.4mm2 n=(0.707,0.000,0.707) C=(354.2,-137.8,-365.5) box=[331.7,-142.8,-388.0 .. 376.7,-132.8,-343.0]
F234 body0 plane A=8100.0mm2 n=(-1.000,0.000,0.000) C=(-18.3,-127.8,-343.0) box=[-18.3,-172.8,-388.0 .. -18.3,-82.8,-298.0]
F235 body0 plane A=7650.0mm2 n=(1.000,0.000,0.000) C=(581.7,-127.8,-343.0) box=[581.7,-172.8,-388.0 .. 581.7,-82.8,-298.0]

